id,Data.source.citation,Class,Order,Family,Species,Authority,Common.Name,Location.of.population,Country.list,Region,Are.coordinates.for.specific.location.,system,biome,realm,Units,Sampling.method,Data.transformed,year,pop,scalepop,origin,lengthyear
11490,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,Northern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1998,5.03,-0.29481481481481475,Native,11
11490,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,Northern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1999,5.19,-0.2474074074074073,Native,11
11490,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,Northern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,2000,5.9,-0.03703703703703687,Native,11
11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,Linnaeus 1758,Red fox,100km2 area in Southern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1989,11.89,-1,Native,11
11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,Linnaeus 1758,Red fox,100km2 area in Southern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1990,22.31,0.8962693357597815,Native,11
11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,Linnaeus 1758,Red fox,100km2 area in Southern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1991,22.54,0.938125568698817,Native,11
11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,Linnaeus 1758,Red fox,100km2 area in Southern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1992,16.13,-0.22838944494995472,Native,11
11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,Linnaeus 1758,Red fox,100km2 area in Southern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1993,13.61,-0.6869881710646044,Native,11
11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,Linnaeus 1758,Red fox,100km2 area in Southern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1994,14.52,-0.521383075523203,Native,11
11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,Linnaeus 1758,Red fox,100km2 area in Southern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1995,15.55,-0.33393994540491345,Native,11
11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,Linnaeus 1758,Red fox,100km2 area in Southern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1996,14.29,-0.5632393084622386,Native,11
11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,Linnaeus 1758,Red fox,100km2 area in Southern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1997,11.89,-1,Native,11
11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,Linnaeus 1758,Red fox,100km2 area in Southern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1998,22.88,1,Native,11
11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,Linnaeus 1758,Red fox,100km2 area in Southern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,1999,14.98,-0.43767060964513194,Native,11
11486,"Kauhala, K. and P. Helle (2000). The interactions of predator and hare populations in Finland - a study based on wildlife monitoring counts. Annales Zoologici Fennici 37(3): 151-160.",Mammalia,Carnivora,Canidae,Vulpes vulpes,Linnaeus 1758,Red fox,100km2 area in Southern Finland,Finland,Europe,TRUE,Terrestrial,Boreal forests/taiga,Palearctic,Track index - the number of crossings per 24h per 10km.,Wildlife triangle counts: In Finland there are around 1200  wildlife triangles situated randomly in forested areas. Then the country was split into 29 100km2 squares. Tracks crossing these triangles were counted 1-5 days after snowfall in each square. ,No,2000,20.48,0.5632393084622387,Native,11
11485,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus. Mammalian Biology - Zeitschrift f<ed>_r S<ed>_ugetierkunde 71(2): 74-89.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"'Sandy' area, Polotsk, Vitebsk region",Belarus,Asia,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Red fox track trails per 1km per day,Snowtracking and trail counting of tracks on standard routes in early and late Winter,Yes,1997,0.9,0.5555555555555551,Native,19
11485,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus. Mammalian Biology - Zeitschrift f<ed>_r S<ed>_ugetierkunde 71(2): 74-89.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"'Sandy' area, Polotsk, Vitebsk region",Belarus,Asia,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Red fox track trails per 1km per day,Snowtracking and trail counting of tracks on standard routes in early and late Winter,Yes,1998,0.7,0.11111111111111072,Native,19
11485,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus. Mammalian Biology - Zeitschrift f<ed>_r S<ed>_ugetierkunde 71(2): 74-89.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"'Sandy' area, Polotsk, Vitebsk region",Belarus,Asia,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Red fox track trails per 1km per day,Snowtracking and trail counting of tracks on standard routes in early and late Winter,Yes,1999,0.35,-0.6666666666666667,Native,19
11485,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus. Mammalian Biology - Zeitschrift f<ed>_r S<ed>_ugetierkunde 71(2): 74-89.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"'Sandy' area, Polotsk, Vitebsk region",Belarus,Asia,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Red fox track trails per 1km per day,Snowtracking and trail counting of tracks on standard routes in early and late Winter,Yes,2000,0.2,-1,Native,19
11485,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus. Mammalian Biology - Zeitschrift f<ed>_r S<ed>_ugetierkunde 71(2): 74-89.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"'Sandy' area, Polotsk, Vitebsk region",Belarus,Asia,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Red fox track trails per 1km per day,Snowtracking and trail counting of tracks on standard routes in early and late Winter,Yes,2001,1.1,1,Native,19
11485,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus. Mammalian Biology - Zeitschrift f<ed>_r S<ed>_ugetierkunde 71(2): 74-89.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"'Sandy' area, Polotsk, Vitebsk region",Belarus,Asia,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Red fox track trails per 1km per day,Snowtracking and trail counting of tracks on standard routes in early and late Winter,Yes,2002,0.75,0.2222222222222221,Native,19
11485,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus. Mammalian Biology - Zeitschrift f<ed>_r S<ed>_ugetierkunde 71(2): 74-89.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"'Sandy' area, Polotsk, Vitebsk region",Belarus,Asia,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Red fox track trails per 1km per day,Snowtracking and trail counting of tracks on standard routes in early and late Winter,Yes,2003,0.83,0.39999999999999947,Native,19
11483,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus. Mammalian Biology - Zeitschrift f<ed>_r S<ed>_ugetierkunde 71(2): 74-89.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"'Clay' area, Gorodok, Vitebsk region",Belarus,Asia,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Red fox track trails per 1km per day,Snowtracking and trail counting of tracks on standard routes in early and late Winter,Yes,1984,18.44,1,Native,19
11483,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus. Mammalian Biology - Zeitschrift f<ed>_r S<ed>_ugetierkunde 71(2): 74-89.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"'Clay' area, Gorodok, Vitebsk region",Belarus,Asia,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Red fox track trails per 1km per day,Snowtracking and trail counting of tracks on standard routes in early and late Winter,Yes,1985,12.03,0.0676363636363635,Native,19
11483,"Sidorovich, V. E., A. A. Sidorovich, et al. (2006). Variations in the diet and population density of the red fox Vulpes vulpes in the mixed woodlands of northern Belarus. Mammalian Biology - Zeitschrift f<ed>_r S<ed>_ugetierkunde 71(2): 74-89.",Mammalia,Carnivora,Canidae,Vulpes vulpes,"Linnaeus, 1758",Red fox,"'Clay' area, Gorodok, Vitebsk region",Belarus,Asia,FALSE,Terrestrial,Temperate broadleaf and mixed forests,Palearctic,Red fox track trails per 1km per day,Snowtracking and trail counting of tracks on standard routes in early and late Winter,Yes,1986,11.31,-0.03709090909090906,Native,19
